,target,params
0,-0.06309562874957919,0.05
1,-0.06279578013345599,0.06025641025641026
2,-0.06265223864465952,0.07051282051282051
3,-0.062093780376017094,0.08076923076923077
4,-0.06228826101869345,0.09102564102564104
5,-0.06303853774443269,0.10128205128205128
6,-0.06208371510729194,0.11153846153846154
7,-0.06267588119953871,0.12179487179487179
8,-0.06268835160881281,0.13205128205128205
9,-0.06377112539485097,0.1423076923076923
10,-0.062344270292669535,0.15256410256410258
11,-0.06373664690181613,0.16282051282051282
12,-0.06225416110828519,0.17307692307692307
13,-0.062494746409356594,0.18333333333333335
14,-0.0626644641160965,0.19358974358974357
15,-0.06221128907054663,0.20384615384615384
16,-0.06254459172487259,0.21410256410256412
17,-0.16533273085951805,0.22435897435897434
18,-0.062438434921205044,0.23461538461538461
19,-0.06377438176423311,0.2448717948717949
20,-0.06229072343558073,0.2551282051282051
21,-0.21712613850831985,0.2653846153846154
22,-0.06549087632447481,0.27564102564102566
23,-0.06277649896219373,0.2858974358974359
24,-0.06247454462572932,0.29615384615384616
25,-0.11062003020197153,0.3064102564102564
26,-0.06235449202358723,0.31666666666666665
27,-0.06729512941092253,0.3269230769230769
28,-0.06227645371109247,0.33717948717948715
29,-0.203580092638731,0.3474358974358974
30,-0.06272573443129659,0.3576923076923077
31,-0.06330030271783471,0.3679487179487179
32,-0.06342974165454507,0.3782051282051282
33,-0.06341460952535272,0.38846153846153847
34,-0.06365061132237315,0.3987179487179487
35,-0.06967353820800781,0.40897435897435896
36,-0.06529791699722409,0.41923076923076924
37,-0.06293121865019202,0.42948717948717946
38,-0.06313019245862961,0.43974358974358974
39,-0.06898235809057951,0.45
40,-0.06480694934725761,0.45
41,-0.08237348217517138,5.689473684210526
42,-0.07455894630402327,10.928947368421051
43,-0.07107162335887551,16.168421052631576
44,-0.08151258993893862,21.407894736842103
45,-0.19665196910500526,26.64736842105263
46,-0.11767951212823391,31.886842105263153
47,-0.10015852656215429,37.126315789473686
48,-0.11687066219747066,42.36578947368421
49,-0.1869443990290165,47.60526315789473
50,-0.22676667012274265,52.84473684210526
51,-0.13390767201781273,58.084210526315786
52,-0.13075911439955235,63.32368421052631
53,-0.11545038688927889,68.56315789473683
54,-0.09355844650417566,73.80263157894737
55,-0.16801785305142403,79.0421052631579
56,-0.1366217378526926,84.28157894736842
57,-0.14592974819242954,89.52105263157894
58,-0.11394799966365099,94.76052631578946
59,-0.14760051481425762,100.0
