,target,params
0,-0.04002336086705327,0.05
1,-0.04077693819999695,0.06025641025641026
2,-0.03893373254686594,0.07051282051282051
3,-0.05525125935673714,0.08076923076923077
4,-0.04027824196964502,0.09102564102564104
5,-0.038721214048564434,0.10128205128205128
6,-0.03924373537302017,0.11153846153846154
7,-0.8232245668768883,0.12179487179487179
8,-0.03976497706025839,0.13205128205128205
9,-0.043560693971812725,0.1423076923076923
10,-0.03906467044726014,0.15256410256410258
11,-0.3503400832414627,0.16282051282051282
12,-0.03918549930676818,0.17307692307692307
13,-0.04004336101934314,0.18333333333333335
14,-0.03946000710129738,0.19358974358974357
15,-0.03885731985792518,0.20384615384615384
16,-0.03922713361680508,0.21410256410256412
17,-0.038958619348704815,0.22435897435897434
18,-0.039347436279058456,0.23461538461538461
19,-0.7396422326564789,0.2448717948717949
20,-0.04636626411229372,0.2551282051282051
21,-0.04272577306255698,0.2653846153846154
22,-0.03866508463397622,0.27564102564102566
23,-0.7119351103901863,0.2858974358974359
24,-0.042347722221165895,0.29615384615384616
25,-0.03870302950963378,0.3064102564102564
26,-0.039026185404509306,0.31666666666666665
27,-0.8286549970507622,0.3269230769230769
28,-0.22617545910179615,0.33717948717948715
29,-0.043742630165070295,0.3474358974358974
30,-0.04025805555284023,0.3576923076923077
31,-0.039270687848329544,0.3679487179487179
32,-0.05426110280677676,0.3782051282051282
33,-0.04042893275618553,0.38846153846153847
34,-0.14319583773612976,0.3987179487179487
35,-0.038391845766454935,0.40897435897435896
36,-0.04061455465853214,0.41923076923076924
37,-0.05032568611204624,0.42948717948717946
38,-0.04626892460510135,0.43974358974358974
39,-0.038602473214268684,0.45
40,-0.04019047971814871,0.45
41,-0.1496528647840023,5.689473684210526
42,-0.05383925139904022,10.928947368421051
43,-0.12910482473671436,16.168421052631576
44,-0.06562578957527876,21.407894736842103
45,-0.10899922996759415,26.64736842105263
46,-0.06285385414958,31.886842105263153
47,-0.07383631449192762,37.126315789473686
48,-0.0752198863774538,42.36578947368421
49,-0.3630528785288334,47.60526315789473
50,-0.44187580794095993,52.84473684210526
51,-0.08414745517075062,58.084210526315786
52,-0.07252143230289221,63.32368421052631
53,-0.42530468851327896,68.56315789473683
54,-0.4418748952448368,73.80263157894737
55,-0.1351053025573492,79.0421052631579
56,-0.06376003287732601,84.28157894736842
57,-0.17283707857131958,89.52105263157894
58,-0.442162349820137,94.76052631578946
59,-0.35508936643600464,100.0
