,target,params
0,-0.0042389435693621635,"{'colsample_bytree': 0.7780429324993604, 'learning_rate': 0.012030839755309788, 'max_depth': 5.804777468973732, 'n_estimators': 465.2536012143863, 'reg_lambda': 21.284535373603028, 'subsample': 0.6238754374732292}"
1,-0.0037162117660045624,"{'colsample_bytree': 0.7087734495022635, 'learning_rate': 0.08172177830487705, 'max_depth': 6.906015660428881, 'n_estimators': 474.55589460915746, 'reg_lambda': 27.586526185571035, 'subsample': 0.2182268834926968}"
2,-0.004294716753065586,"{'colsample_bytree': 0.6349699569394534, 'learning_rate': 0.04409373806756639, 'max_depth': 8.362923061371298, 'n_estimators': 351.9369639538317, 'reg_lambda': 24.461470431867554, 'subsample': 0.911159260041613}"
3,-0.0035787601955235004,"{'colsample_bytree': 0.7403708359143596, 'learning_rate': 0.09808928076545151, 'max_depth': 3.6761179408569777, 'n_estimators': 442.9645706301329, 'reg_lambda': 11.09436658040961, 'subsample': 0.21647527940068648}"
4,-0.004451601300388575,"{'colsample_bytree': 0.6163506612172179, 'learning_rate': 0.037664630785378045, 'max_depth': 8.241668006384984, 'n_estimators': 440.29003566486983, 'reg_lambda': 15.343666058593575, 'subsample': 0.9420894072818409}"
5,-0.0033023289870470762,"{'colsample_bytree': 0.880004754075865, 'learning_rate': 0.09450866415173627, 'max_depth': 4.569527514183881, 'n_estimators': 474.7487759597035, 'reg_lambda': 10.12960264605323, 'subsample': 0.5001467479555397}"
6,-0.0031352911610156298,"{'colsample_bytree': 0.9734898981166931, 'learning_rate': 0.07070088271649042, 'max_depth': 4.961656441160514, 'n_estimators': 475.0296717098104, 'reg_lambda': 11.032511603733768, 'subsample': 0.4380655025673272}"
7,-0.0044746012426912785,"{'colsample_bytree': 0.6539596727852431, 'learning_rate': 0.022156869546995597, 'max_depth': 8.076466592948394, 'n_estimators': 476.1013206385279, 'reg_lambda': 12.04123619567731, 'subsample': 0.7613156486695203}"
8,-0.004371508024632931,"{'colsample_bytree': 0.6605569156473944, 'learning_rate': 0.02499595887729736, 'max_depth': 3.71258151963571, 'n_estimators': 474.9641854951923, 'reg_lambda': 11.85348208764842, 'subsample': 0.7084950703336752}"
9,-0.003426510840654373,"{'colsample_bytree': 0.9107317485116624, 'learning_rate': 0.020144450289390665, 'max_depth': 4.975645538084676, 'n_estimators': 475.01281979564146, 'reg_lambda': 10.920473815143287, 'subsample': 0.878606394650516}"
10,-0.004422101192176342,"{'colsample_bytree': 0.6230897735306266, 'learning_rate': 0.023211046240111208, 'max_depth': 4.821137146649189, 'n_estimators': 473.77768789936, 'reg_lambda': 10.722898436711596, 'subsample': 0.6830982503939196}"
