,target,params
0,-0.0034924265928566456,"{'colsample_bytree': 0.9127870341816047, 'learning_rate': 0.021308991758465384, 'max_depth': 8.653336927767011, 'n_estimators': 337.49695642151903, 'reg_lambda': 27.5796898117613, 'subsample': 0.6639694478175759}"
1,-0.003206426277756691,"{'colsample_bytree': 0.8577812055539789, 'learning_rate': 0.03040164257155637, 'max_depth': 3.6666591005259574, 'n_estimators': 474.56292044103867, 'reg_lambda': 22.02759329883145, 'subsample': 0.5035263306033426}"
2,-0.00335160200484097,"{'colsample_bytree': 0.8804193784541341, 'learning_rate': 0.06306057688290917, 'max_depth': 7.517186221340009, 'n_estimators': 347.80457780675334, 'reg_lambda': 21.71207306157849, 'subsample': 0.24843736496269406}"
3,-0.0034124080557376146,"{'colsample_bytree': 0.9509670258670851, 'learning_rate': 0.01479255953223917, 'max_depth': 6.21596657509514, 'n_estimators': 447.05526469614085, 'reg_lambda': 19.922268102326797, 'subsample': 0.46267852979420854}"
4,-0.0035339263267815113,"{'colsample_bytree': 0.6681694256385468, 'learning_rate': 0.05597912118995999, 'max_depth': 6.152238717089519, 'n_estimators': 383.5838877341446, 'reg_lambda': 28.41065859795187, 'subsample': 0.5265118795979596}"
5,-0.003117989283055067,"{'colsample_bytree': 0.8919383667820617, 'learning_rate': 0.03196848893944312, 'max_depth': 3.781212554097837, 'n_estimators': 421.3252985598467, 'reg_lambda': 15.02920888056039, 'subsample': 0.5056162629514942}"
6,-0.003298702882602811,"{'colsample_bytree': 0.81621248709226, 'learning_rate': 0.04665787042907561, 'max_depth': 5.863714485320909, 'n_estimators': 408.5579699894198, 'reg_lambda': 29.507991633839396, 'subsample': 0.5290791930460363}"
7,-0.003497260855510831,"{'colsample_bytree': 0.8644804161388875, 'learning_rate': 0.016583329781251578, 'max_depth': 6.781155890140783, 'n_estimators': 415.01116206174174, 'reg_lambda': 15.72283042131235, 'subsample': 0.6356896246411294}"
8,-0.004205568693578243,"{'colsample_bytree': 0.6257924512123844, 'learning_rate': 0.09496245555411104, 'max_depth': 4.673978435544209, 'n_estimators': 452.917916397663, 'reg_lambda': 15.735657249390222, 'subsample': 0.8992552237230458}"
9,-0.0033081024885177612,"{'colsample_bytree': 0.8086019786199412, 'learning_rate': 0.05721907300375729, 'max_depth': 8.086730292740237, 'n_estimators': 491.096401077025, 'reg_lambda': 23.029139317672225, 'subsample': 0.2967189560291174}"
10,-0.003056863322854042,"{'colsample_bytree': 0.9317707948496179, 'learning_rate': 0.060383888111294026, 'max_depth': 5.942366328892706, 'n_estimators': 369.86802327170176, 'reg_lambda': 12.999522811338174, 'subsample': 0.4434345829999491}"
11,-0.0032794345170259476,"{'colsample_bytree': 0.8795034219409599, 'learning_rate': 0.09300114190962736, 'max_depth': 6.385188002921371, 'n_estimators': 388.0975311793196, 'reg_lambda': 19.22364516389438, 'subsample': 0.5712085692375017}"
12,-0.0036507355980575085,"{'colsample_bytree': 0.8030133385969762, 'learning_rate': 0.026357868470384162, 'max_depth': 5.877136676856962, 'n_estimators': 320.38223782777936, 'reg_lambda': 16.973693673959936, 'subsample': 0.4194206291654814}"
13,-0.0031333286315202713,"{'colsample_bytree': 0.8802078978418317, 'learning_rate': 0.08380172147839784, 'max_depth': 4.145130074460017, 'n_estimators': 388.4471808497385, 'reg_lambda': 22.528508916921176, 'subsample': 0.369971160010796}"
14,-0.0033752452582120895,"{'colsample_bytree': 0.8144001189455132, 'learning_rate': 0.04254068404521281, 'max_depth': 8.146916651115022, 'n_estimators': 372.26868829260656, 'reg_lambda': 11.820901740188695, 'subsample': 0.26870719328470305}"
15,-0.0038854293525218964,"{'colsample_bytree': 0.7813362114218476, 'learning_rate': 0.015112046461116461, 'max_depth': 3.871068566202503, 'n_estimators': 368.2764703832735, 'reg_lambda': 11.80843450392761, 'subsample': 0.5126839648807066}"
16,-0.0032669506035745144,"{'colsample_bytree': 0.9252825451343726, 'learning_rate': 0.03142716150684957, 'max_depth': 5.849491023144793, 'n_estimators': 334.63398660067963, 'reg_lambda': 18.409793412353125, 'subsample': 0.7552770605518013}"
17,-0.0032644879538565874,"{'colsample_bytree': 0.9526202258425329, 'learning_rate': 0.0970386087243528, 'max_depth': 9.323871427972428, 'n_estimators': 453.7451096097176, 'reg_lambda': 17.587455790609276, 'subsample': 0.912922383350051}"
18,-0.003235995303839445,"{'colsample_bytree': 0.9288105635508999, 'learning_rate': 0.04037009145373565, 'max_depth': 5.437492042332473, 'n_estimators': 408.4954625642777, 'reg_lambda': 29.407221808199875, 'subsample': 0.42616470658485084}"
19,-0.0038049849681556225,"{'colsample_bytree': 0.7343548664443575, 'learning_rate': 0.09117019722036196, 'max_depth': 7.382383616241382, 'n_estimators': 369.87555147779943, 'reg_lambda': 12.264739458279871, 'subsample': 0.9137772516147937}"
20,-0.003319942858070135,"{'colsample_bytree': 0.811748423771236, 'learning_rate': 0.033526980538848214, 'max_depth': 5.440995486284326, 'n_estimators': 370.7275345905732, 'reg_lambda': 12.467139480738254, 'subsample': 0.4709565853971864}"
21,-0.0032639093697071075,"{'colsample_bytree': 0.8397000018628058, 'learning_rate': 0.05658817112338764, 'max_depth': 5.562339001792887, 'n_estimators': 369.4282892439392, 'reg_lambda': 13.441414870303598, 'subsample': 0.7853794293210341}"
22,-0.0037446506321430206,"{'colsample_bytree': 0.6456583463615104, 'learning_rate': 0.08740760235068995, 'max_depth': 4.868448107564699, 'n_estimators': 388.89473326402856, 'reg_lambda': 23.152340605531336, 'subsample': 0.28085470173856353}"
23,-0.0033541894517838955,"{'colsample_bytree': 0.8161631249833253, 'learning_rate': 0.07684226025898229, 'max_depth': 5.724379472582845, 'n_estimators': 369.93446379845875, 'reg_lambda': 13.162312257230228, 'subsample': 0.6935551077688358}"
24,-0.0035200738348066807,"{'colsample_bytree': 0.6775301794528976, 'learning_rate': 0.08925009996419653, 'max_depth': 5.527859660574049, 'n_estimators': 369.8856795457805, 'reg_lambda': 12.896138546559474, 'subsample': 0.37260278653411016}"
25,-0.003242081729695201,"{'colsample_bytree': 0.794520925822831, 'learning_rate': 0.0994881826298896, 'max_depth': 6.308336510202152, 'n_estimators': 398.08963357571184, 'reg_lambda': 14.003473248105605, 'subsample': 0.3857518299268047}"
26,-0.0032890979200601578,"{'colsample_bytree': 0.9308520233141643, 'learning_rate': 0.08472927963742174, 'max_depth': 6.012520556860826, 'n_estimators': 449.17436520414265, 'reg_lambda': 18.032297512093677, 'subsample': 0.801254184013765}"
27,-0.00348866218701005,"{'colsample_bytree': 0.6824405493444066, 'learning_rate': 0.09128406616091803, 'max_depth': 3.6704172787911102, 'n_estimators': 474.36622165693086, 'reg_lambda': 21.818385782768814, 'subsample': 0.3144480073827087}"
28,-0.003350577550008893,"{'colsample_bytree': 0.8148733464293967, 'learning_rate': 0.04811963402784323, 'max_depth': 6.076426514008141, 'n_estimators': 449.23677239529957, 'reg_lambda': 17.79863883372024, 'subsample': 0.7273578733385537}"
29,-0.004291341174393892,"{'colsample_bytree': 0.6093655547227755, 'learning_rate': 0.043406719224141806, 'max_depth': 3.9240107988297503, 'n_estimators': 475.02765794984066, 'reg_lambda': 22.11199650589658, 'subsample': 0.8713540953511221}"
