,target,params
0,-0.12363610696047544,0.05
1,-0.12446021847426891,0.06025641025641026
2,-0.12368735857307911,0.07051282051282051
3,-0.12358736526221037,0.08076923076923077
4,-0.12451982405036688,0.09102564102564104
5,-0.12441045045852661,0.10128205128205128
6,-0.1263860957697034,0.11153846153846154
7,-0.12384191527962685,0.12179487179487179
8,-0.1251459438353777,0.13205128205128205
9,-0.12485803570598364,0.1423076923076923
10,-0.1246925350278616,0.15256410256410258
11,-0.12512392923235893,0.16282051282051282
12,-0.12498325668275356,0.17307692307692307
13,-0.12577648553997278,0.18333333333333335
14,-0.12484674993902445,0.19358974358974357
15,-0.12540035415440798,0.20384615384615384
16,-0.1262057488784194,0.21410256410256412
17,-0.1293765651062131,0.22435897435897434
18,-0.12583023589104414,0.23461538461538461
19,-0.12838049791753292,0.2448717948717949
20,-0.12513885740190744,0.2551282051282051
21,-0.12934389617294073,0.2653846153846154
22,-0.12624344509094954,0.27564102564102566
23,-0.12570039555430412,0.2858974358974359
24,-0.12666737008839846,0.29615384615384616
25,-0.13322429079562426,0.3064102564102564
26,-0.1265339609235525,0.31666666666666665
27,-0.12879255414009094,0.3269230769230769
28,-0.12858445849269629,0.33717948717948715
29,-0.12778285052627325,0.3474358974358974
30,-0.12669965345412493,0.3576923076923077
31,-0.12718711514025927,0.3679487179487179
32,-0.13061745930463076,0.3782051282051282
33,-0.1283460482954979,0.38846153846153847
34,-0.12745071295648813,0.3987179487179487
35,-0.12992638908326626,0.40897435897435896
36,-0.13103706948459148,0.41923076923076924
37,-0.1284698834642768,0.42948717948717946
38,-0.12788413651287556,0.43974358974358974
39,-0.12854076083749533,0.45
40,-0.1328726727515459,0.45
41,-0.13486692402511835,5.689473684210526
42,-0.1366011705249548,10.928947368421051
43,-0.1353669809177518,16.168421052631576
44,-0.13609299436211586,21.407894736842103
45,-0.1405141819268465,26.64736842105263
46,-0.15613574534654617,31.886842105263153
47,-0.1738501861691475,37.126315789473686
48,-0.16814910992980003,42.36578947368421
49,-0.1633535660803318,47.60526315789473
50,-0.1637771800160408,52.84473684210526
51,-0.15864315442740917,58.084210526315786
52,-0.18669828958809376,63.32368421052631
53,-0.1768566444516182,68.56315789473683
54,-0.1748675536364317,73.80263157894737
55,-0.17754099518060684,79.0421052631579
56,-0.20836840011179447,84.28157894736842
57,-0.18293869867920876,89.52105263157894
58,-0.17540063709020615,94.76052631578946
59,-0.1824306733906269,100.0
