,target,params
0,-0.0032468053977936506,"{'colsample_bytree': 0.7997465113537723, 'learning_rate': 0.08934201162016493, 'max_depth': 4.435198487870641, 'n_estimators': 436.23579009069783, 'reg_lambda': 18.259809318020864, 'subsample': 0.6141905126918838}"
1,-0.003361451206728816,"{'colsample_bytree': 0.8441503079304098, 'learning_rate': 0.06687790732908563, 'max_depth': 5.44108249534627, 'n_estimators': 378.5033505020876, 'reg_lambda': 29.60407302579927, 'subsample': 0.9894368204311161}"
2,-0.003298647701740265,"{'colsample_bytree': 0.8113736559783014, 'learning_rate': 0.07482376382962494, 'max_depth': 6.646921803227946, 'n_estimators': 365.8129307578462, 'reg_lambda': 20.409411922363322, 'subsample': 0.7678558901154655}"
3,-0.003407773096114397,"{'colsample_bytree': 0.9013428022146028, 'learning_rate': 0.028844792862355195, 'max_depth': 5.576181931315306, 'n_estimators': 444.5749589379968, 'reg_lambda': 14.123808608875095, 'subsample': 0.25365798432953757}"
4,-0.00379776069894433,"{'colsample_bytree': 0.6258272807364234, 'learning_rate': 0.08417079523664299, 'max_depth': 6.616356990076092, 'n_estimators': 353.9924258172224, 'reg_lambda': 19.6421702463012, 'subsample': 0.2924904735531264}"
5,-0.0031155541073530912,"{'colsample_bytree': 0.8620319079914652, 'learning_rate': 0.07819790971330824, 'max_depth': 6.458594260286835, 'n_estimators': 437.0810385399117, 'reg_lambda': 17.89210798550949, 'subsample': 0.5857380879564023}"
6,-0.0034798872657120228,"{'colsample_bytree': 0.701006380644162, 'learning_rate': 0.07285073505823589, 'max_depth': 9.573120618600335, 'n_estimators': 435.099099159179, 'reg_lambda': 19.31818116315786, 'subsample': 0.5618545729226341}"
7,-0.003799945581704378,"{'colsample_bytree': 0.6124940542792939, 'learning_rate': 0.0716643111582057, 'max_depth': 5.883388102944175, 'n_estimators': 438.4847331062436, 'reg_lambda': 15.969518675212013, 'subsample': 0.618086736983831}"
8,-0.003783858846873045,"{'colsample_bytree': 0.7079939139497964, 'learning_rate': 0.031467039773731616, 'max_depth': 6.600678321377947, 'n_estimators': 436.83182343866883, 'reg_lambda': 17.544238811805407, 'subsample': 0.3921332128331654}"
9,-0.004232313483953476,"{'colsample_bytree': 0.6855550023981313, 'learning_rate': 0.02426007854537715, 'max_depth': 9.294033390341529, 'n_estimators': 300.4501200589178, 'reg_lambda': 16.44580190401026, 'subsample': 0.9003697293518818}"
10,-0.0033652838319540024,"{'colsample_bytree': 0.7260250703466026, 'learning_rate': 0.09445028116071603, 'max_depth': 5.003260766638622, 'n_estimators': 448.52425478374187, 'reg_lambda': 27.41619891967336, 'subsample': 0.6137366025565636}"
11,-0.0034672576002776623,"{'colsample_bytree': 0.7405897369648868, 'learning_rate': 0.08793675404489705, 'max_depth': 6.504752900745517, 'n_estimators': 453.390249810103, 'reg_lambda': 20.614209471002418, 'subsample': 0.23754393240645336}"
12,-0.0032627203036099672,"{'colsample_bytree': 0.9596335798961502, 'learning_rate': 0.07525222386140298, 'max_depth': 6.280249091716132, 'n_estimators': 330.9340334902948, 'reg_lambda': 25.57793093696411, 'subsample': 0.2619420998570055}"
13,-0.0034960464108735323,"{'colsample_bytree': 0.7249088084491717, 'learning_rate': 0.039309451117656435, 'max_depth': 3.894940751039012, 'n_estimators': 483.8440222314721, 'reg_lambda': 19.891480176418096, 'subsample': 0.9148667845452274}"
14,-0.003548362059518695,"{'colsample_bytree': 0.7648629052608551, 'learning_rate': 0.04590900100898338, 'max_depth': 9.5737249005881, 'n_estimators': 339.3731019720576, 'reg_lambda': 29.469549144852742, 'subsample': 0.8636718646427595}"
15,-0.0032644583843648434,"{'colsample_bytree': 0.7989328791487011, 'learning_rate': 0.038786194013740234, 'max_depth': 6.627671988728013, 'n_estimators': 490.3999812452812, 'reg_lambda': 11.600366643166847, 'subsample': 0.49796341121526644}"
16,-0.003182407934218645,"{'colsample_bytree': 0.8679325554504159, 'learning_rate': 0.04444953900261522, 'max_depth': 5.0274843593290734, 'n_estimators': 488.5893291693308, 'reg_lambda': 16.187641822618897, 'subsample': 0.7930962295132775}"
17,-0.0037490488030016422,"{'colsample_bytree': 0.6152460678067234, 'learning_rate': 0.039954036989013335, 'max_depth': 8.71410206451575, 'n_estimators': 453.5557465471871, 'reg_lambda': 29.05625071951, 'subsample': 0.545240863042858}"
18,-0.0035121880937367678,"{'colsample_bytree': 0.7716728140632932, 'learning_rate': 0.09293999001938118, 'max_depth': 5.4841136812810385, 'n_estimators': 327.31410342416194, 'reg_lambda': 24.361510277515293, 'subsample': 0.22942529535584316}"
19,-0.0032804228831082582,"{'colsample_bytree': 0.9668505140453114, 'learning_rate': 0.06178411211230369, 'max_depth': 8.222348162908258, 'n_estimators': 467.92582277197374, 'reg_lambda': 29.22844991968799, 'subsample': 0.2573863631699997}"
20,-0.003253419417887926,"{'colsample_bytree': 0.8217904010976169, 'learning_rate': 0.04957454143420577, 'max_depth': 6.5684123679559345, 'n_estimators': 431.8917914289873, 'reg_lambda': 27.941393217617016, 'subsample': 0.6380732079618274}"
21,-0.004642457701265812,"{'colsample_bytree': 0.715590350755403, 'learning_rate': 0.021248874527039566, 'max_depth': 8.820946872522907, 'n_estimators': 321.4667498081302, 'reg_lambda': 18.584976556072434, 'subsample': 0.3947354251448536}"
22,-0.0037706922739744186,"{'colsample_bytree': 0.9308220880824897, 'learning_rate': 0.0209197890081823, 'max_depth': 7.367648000906663, 'n_estimators': 440.60245764122226, 'reg_lambda': 21.78236206832142, 'subsample': 0.27283702699549917}"
23,-0.003160142106935382,"{'colsample_bytree': 0.8825483547988806, 'learning_rate': 0.05595230394379503, 'max_depth': 8.032785332831198, 'n_estimators': 423.9385415927999, 'reg_lambda': 11.179950833973946, 'subsample': 0.49739645331135185}"
24,-0.003820328041911125,"{'colsample_bytree': 0.6621909344520233, 'learning_rate': 0.046251985140180855, 'max_depth': 4.316542319634102, 'n_estimators': 465.1732441676967, 'reg_lambda': 10.859609514397848, 'subsample': 0.29822681665225104}"
25,-0.0032446389086544514,"{'colsample_bytree': 0.921211873649889, 'learning_rate': 0.08262054229825765, 'max_depth': 9.554495532600534, 'n_estimators': 324.4799435133878, 'reg_lambda': 27.431927917632787, 'subsample': 0.33443219548056496}"
26,-0.003777718637138605,"{'colsample_bytree': 0.774463914391414, 'learning_rate': 0.031099782157402056, 'max_depth': 3.1455512134507044, 'n_estimators': 351.5539344142616, 'reg_lambda': 17.994806998272875, 'subsample': 0.37566713424825143}"
