,target,params
0,-0.0020747408270835876,"{'colsample_bytree': 0.9843491303212559, 'learning_rate': 0.057097696076393714, 'max_depth': 8.057465539189298, 'n_estimators': 370.3555529455447, 'reg_lambda': 19.62667035040699, 'subsample': 0.3402540583093241}"
1,-0.0024419445544481277,"{'colsample_bytree': 0.6972393349984177, 'learning_rate': 0.045253859658476565, 'max_depth': 9.60644760934709, 'n_estimators': 488.4459162644291, 'reg_lambda': 21.676009084123983, 'subsample': 0.5198559115128667}"
2,-0.0024737310595810413,"{'colsample_bytree': 0.7590036237777601, 'learning_rate': 0.0358857435009281, 'max_depth': 5.5633777298534595, 'n_estimators': 466.4096098623741, 'reg_lambda': 18.288029260143055, 'subsample': 0.8890468607127928}"
3,-0.002515241038054228,"{'colsample_bytree': 0.7629286447407228, 'learning_rate': 0.06633149026792907, 'max_depth': 4.080471879004917, 'n_estimators': 345.40466307191605, 'reg_lambda': 25.637067166517348, 'subsample': 0.9727321697174283}"
4,-0.0021318732760846615,"{'colsample_bytree': 0.9311435632557812, 'learning_rate': 0.0917644699604977, 'max_depth': 9.009457219317245, 'n_estimators': 362.00119393878157, 'reg_lambda': 27.271788693827467, 'subsample': 0.8589581455765025}"
5,-0.0030831708572804928,"{'colsample_bytree': 0.654361836449064, 'learning_rate': 0.029032334598118277, 'max_depth': 9.541951733892407, 'n_estimators': 379.39376725493963, 'reg_lambda': 29.89049478039888, 'subsample': 0.45427041927040623}"
6,-0.0030301103834062815,"{'colsample_bytree': 0.8528296386585048, 'learning_rate': 0.012990139905345022, 'max_depth': 8.397456324195588, 'n_estimators': 365.93781928250894, 'reg_lambda': 22.577383552974613, 'subsample': 0.5969417549684364}"
7,-0.0028932825662195683,"{'colsample_bytree': 0.6255916539174072, 'learning_rate': 0.031152611498069485, 'max_depth': 8.116451965272443, 'n_estimators': 355.1865871764967, 'reg_lambda': 13.827718221057753, 'subsample': 0.6400123482591751}"
8,-0.00213029352016747,"{'colsample_bytree': 0.9050581009470178, 'learning_rate': 0.09966043632548713, 'max_depth': 3.758159079907543, 'n_estimators': 345.4948441518473, 'reg_lambda': 25.812737146832383, 'subsample': 0.9233875320196219}"
9,-0.0028656828217208385,"{'colsample_bytree': 0.7931368810090321, 'learning_rate': 0.01788233901824013, 'max_depth': 7.735831763624631, 'n_estimators': 370.38664972134325, 'reg_lambda': 18.81968530632288, 'subsample': 0.3941263651329056}"
10,-0.0022237978409975767,"{'colsample_bytree': 0.8208688496134651, 'learning_rate': 0.04688163455920016, 'max_depth': 5.392178174945577, 'n_estimators': 476.6979364737547, 'reg_lambda': 17.76590143373459, 'subsample': 0.46457422974031176}"
11,-0.0022413390688598156,"{'colsample_bytree': 0.8492354195293693, 'learning_rate': 0.0787195003730648, 'max_depth': 5.0149292120942714, 'n_estimators': 306.20931419690976, 'reg_lambda': 26.946357392335475, 'subsample': 0.9181528607028875}"
12,-0.0023070690222084522,"{'colsample_bytree': 0.8731384594867668, 'learning_rate': 0.06786007685744823, 'max_depth': 8.370232659444058, 'n_estimators': 485.95239540900127, 'reg_lambda': 28.60771995904231, 'subsample': 0.21561198600099019}"
13,-0.0029315310530364513,"{'colsample_bytree': 0.9435297537142957, 'learning_rate': 0.02298985685756179, 'max_depth': 8.09956812968834, 'n_estimators': 362.2043620788039, 'reg_lambda': 20.866274478711652, 'subsample': 0.20243749035561934}"
14,-0.002169665414839983,"{'colsample_bytree': 0.7779141211619434, 'learning_rate': 0.0817335671208071, 'max_depth': 5.347588688096283, 'n_estimators': 477.0370983923401, 'reg_lambda': 17.73310525770532, 'subsample': 0.543585109936789}"
15,-0.0023376161698251963,"{'colsample_bytree': 0.7565880978146733, 'learning_rate': 0.041196332751581195, 'max_depth': 9.325199777527898, 'n_estimators': 391.34336791857993, 'reg_lambda': 13.78582953315022, 'subsample': 0.4825648236595084}"
16,-0.0025974877644330263,"{'colsample_bytree': 0.672830190502418, 'learning_rate': 0.046276794469553593, 'max_depth': 3.5772633933007305, 'n_estimators': 365.335190500598, 'reg_lambda': 25.204328247862772, 'subsample': 0.8616398942161463}"
17,-0.0023251636885106564,"{'colsample_bytree': 0.7949483469137568, 'learning_rate': 0.04014607057999893, 'max_depth': 3.2326337118473827, 'n_estimators': 345.7051632930398, 'reg_lambda': 26.226789881817794, 'subsample': 0.6586397169574753}"
18,-0.0021495807450264692,"{'colsample_bytree': 0.9012772170244356, 'learning_rate': 0.039446059513167486, 'max_depth': 8.202454322516967, 'n_estimators': 469.63353478568627, 'reg_lambda': 13.679931661909725, 'subsample': 0.9529802822415505}"
19,-0.0025005945935845375,"{'colsample_bytree': 0.7530524562522836, 'learning_rate': 0.07493947527077302, 'max_depth': 7.446015852209122, 'n_estimators': 406.62182928578267, 'reg_lambda': 14.357633373598325, 'subsample': 0.9468856218074206}"
20,-0.0020395549945533276,"{'colsample_bytree': 0.9211931498931241, 'learning_rate': 0.054376911197589875, 'max_depth': 6.91852246111023, 'n_estimators': 439.7106360188257, 'reg_lambda': 16.218695133928755, 'subsample': 0.45401168417268756}"
21,-0.002144566038623452,"{'colsample_bytree': 0.899113368589569, 'learning_rate': 0.03308330194003372, 'max_depth': 8.2401060218682, 'n_estimators': 371.0813835083286, 'reg_lambda': 19.582665347636556, 'subsample': 0.5481253538612005}"
22,-0.0020901141688227654,"{'colsample_bytree': 0.9215753501238407, 'learning_rate': 0.05407298463020623, 'max_depth': 7.522229845282071, 'n_estimators': 439.4445350388535, 'reg_lambda': 16.624798186129414, 'subsample': 0.3520927261334416}"
23,-0.002733374247327447,"{'colsample_bytree': 0.8004141469351463, 'learning_rate': 0.020024133229359618, 'max_depth': 5.308804970879629, 'n_estimators': 437.3564489388032, 'reg_lambda': 29.16403110961981, 'subsample': 0.455315761943018}"
24,-0.0021057617850601673,"{'colsample_bytree': 0.849747912930418, 'learning_rate': 0.08658877226824264, 'max_depth': 7.166391951132526, 'n_estimators': 439.167789921668, 'reg_lambda': 16.269298006877968, 'subsample': 0.4720034392387891}"
25,-0.002472952473908663,"{'colsample_bytree': 0.679182208470809, 'learning_rate': 0.09939256219976898, 'max_depth': 8.17551593584433, 'n_estimators': 329.7915564228927, 'reg_lambda': 27.918590721957234, 'subsample': 0.41585504334820717}"
26,-0.002771578961983323,"{'colsample_bytree': 0.751131916216486, 'learning_rate': 0.01669328534497968, 'max_depth': 7.181197481580123, 'n_estimators': 439.7957408742358, 'reg_lambda': 15.477275243491412, 'subsample': 0.45340101036325325}"
27,-0.0028456293512135744,"{'colsample_bytree': 0.6497015504065489, 'learning_rate': 0.07947009887798764, 'max_depth': 7.262421265294785, 'n_estimators': 439.65280593705563, 'reg_lambda': 17.20747278674506, 'subsample': 0.8548126239379219}"
28,-0.0021220329217612743,"{'colsample_bytree': 0.9121036854054463, 'learning_rate': 0.09753917676905784, 'max_depth': 7.843341715023858, 'n_estimators': 370.0324752277422, 'reg_lambda': 19.64246330364818, 'subsample': 0.8980803372527999}"
29,-0.002188911894336343,"{'colsample_bytree': 0.8282719355713037, 'learning_rate': 0.08302510219173947, 'max_depth': 3.4185098504581175, 'n_estimators': 370.97292371182914, 'reg_lambda': 14.40662644006357, 'subsample': 0.5126116296145438}"
30,-0.002653361763805151,"{'colsample_bytree': 0.6895874816604411, 'learning_rate': 0.09311883105586254, 'max_depth': 7.789969893268302, 'n_estimators': 345.1363255935186, 'reg_lambda': 26.05050603808175, 'subsample': 0.21666855864969412}"
31,-0.002546435920521617,"{'colsample_bytree': 0.8503525291587479, 'learning_rate': 0.01604007021196951, 'max_depth': 7.782530802264122, 'n_estimators': 369.54334942559876, 'reg_lambda': 19.99466445759024, 'subsample': 0.8160461410573951}"
32,-0.0019920351915061474,"{'colsample_bytree': 0.9767777032591907, 'learning_rate': 0.05168124236832766, 'max_depth': 7.947627713236689, 'n_estimators': 438.82415348677046, 'reg_lambda': 16.40244545969339, 'subsample': 0.8118070140308358}"
33,-0.003432702273130417,"{'colsample_bytree': 0.6497495353522864, 'learning_rate': 0.01735751072511134, 'max_depth': 5.051674024065461, 'n_estimators': 350.3255336119785, 'reg_lambda': 10.607175163179985, 'subsample': 0.6777058918303875}"
34,-0.0024617318995296955,"{'colsample_bytree': 0.7717518907712558, 'learning_rate': 0.09448506912945606, 'max_depth': 7.430718270536296, 'n_estimators': 346.30148381570405, 'reg_lambda': 15.037381654695537, 'subsample': 0.2138814479136741}"
35,-0.0019843378104269505,"{'colsample_bytree': 0.9553995310612522, 'learning_rate': 0.055316685109552316, 'max_depth': 7.926131517120515, 'n_estimators': 370.75076548954524, 'reg_lambda': 20.548186953087413, 'subsample': 0.545306315518631}"
36,-0.0021676537580788136,"{'colsample_bytree': 0.8350219061763531, 'learning_rate': 0.0919992900090847, 'max_depth': 5.671020851774923, 'n_estimators': 477.34175691455596, 'reg_lambda': 17.908418681275045, 'subsample': 0.3113035027833371}"
37,-0.0026569548062980175,"{'colsample_bytree': 0.6386372027044175, 'learning_rate': 0.08850057923939508, 'max_depth': 8.267070848479651, 'n_estimators': 370.45749529550204, 'reg_lambda': 19.878101807885344, 'subsample': 0.474703241638366}"
38,-0.0023889460135251284,"{'colsample_bytree': 0.782019103498552, 'learning_rate': 0.03407624424916625, 'max_depth': 3.4955799683393307, 'n_estimators': 362.76822324505775, 'reg_lambda': 27.235686231190993, 'subsample': 0.6299285948174593}"
39,-0.002348293550312519,"{'colsample_bytree': 0.8051788653705028, 'learning_rate': 0.07035597540287572, 'max_depth': 8.21866681475447, 'n_estimators': 371.2158032310339, 'reg_lambda': 20.016407770107385, 'subsample': 0.9570428479211057}"
40,-0.0021984109189361334,"{'colsample_bytree': 0.8799882369509535, 'learning_rate': 0.05658102402649106, 'max_depth': 7.610704046110431, 'n_estimators': 370.3342854730001, 'reg_lambda': 20.281594195743075, 'subsample': 0.6365788664943193}"
41,-0.00219464348629117,"{'colsample_bytree': 0.8576373762707514, 'learning_rate': 0.06624485135281447, 'max_depth': 7.882889497042187, 'n_estimators': 438.82167344426205, 'reg_lambda': 16.461112398632043, 'subsample': 0.8518220122548554}"
42,-0.0025941552594304085,"{'colsample_bytree': 0.7449484027289839, 'learning_rate': 0.061121912056196825, 'max_depth': 6.740112632192238, 'n_estimators': 377.1660513091856, 'reg_lambda': 17.10996746555047, 'subsample': 0.9866920683015612}"
43,-0.0019194061169400811,"{'colsample_bytree': 0.9566290687156961, 'learning_rate': 0.04886726956228183, 'max_depth': 8.611095851329644, 'n_estimators': 469.8509447327166, 'reg_lambda': 13.566266947807941, 'subsample': 0.552117215303257}"
44,-0.0020855222828686237,"{'colsample_bytree': 0.9098660543803099, 'learning_rate': 0.08037391799786882, 'max_depth': 8.675560852427994, 'n_estimators': 362.3183152453129, 'reg_lambda': 27.412806685596404, 'subsample': 0.5995258091224619}"
45,-0.0025529121048748493,"{'colsample_bytree': 0.717566281722179, 'learning_rate': 0.06565781979357647, 'max_depth': 8.08316662967294, 'n_estimators': 371.1676684264179, 'reg_lambda': 20.645332582435344, 'subsample': 0.8073323412364013}"
46,-0.0034912494011223316,"{'colsample_bytree': 0.99, 'learning_rate': 0.01, 'max_depth': 7.766741743726442, 'n_estimators': 370.80986075541904, 'reg_lambda': 20.121251826152015, 'subsample': 0.38795381848539623}"
47,-0.002498653717339039,"{'colsample_bytree': 0.6841125391343628, 'learning_rate': 0.0942706467185599, 'max_depth': 7.869090123817192, 'n_estimators': 370.0889837544456, 'reg_lambda': 19.743598943958627, 'subsample': 0.4305579685037933}"
48,-0.002317947568371892,"{'colsample_bytree': 0.7299850709001786, 'learning_rate': 0.09478456256086155, 'max_depth': 7.7702392468756525, 'n_estimators': 439.49262704123396, 'reg_lambda': 16.380573561507248, 'subsample': 0.5534435918376301}"
49,-0.002114754868671298,"{'colsample_bytree': 0.8600407042288514, 'learning_rate': 0.06152024175544498, 'max_depth': 6.5023991170325175, 'n_estimators': 394.2391832064766, 'reg_lambda': 14.353850208163987, 'subsample': 0.5602449910113482}"
50,-0.0027012380305677652,"{'colsample_bytree': 0.6681499427135368, 'learning_rate': 0.03166910523524198, 'max_depth': 7.8377116274771215, 'n_estimators': 469.92712250476643, 'reg_lambda': 13.900089154666215, 'subsample': 0.8902470330078025}"
51,-0.002297263126820326,"{'colsample_bytree': 0.7586145747035422, 'learning_rate': 0.05803148812046716, 'max_depth': 5.337922050957161, 'n_estimators': 487.3132534347469, 'reg_lambda': 26.2503373765103, 'subsample': 0.615051184087939}"
52,-0.002765738172456622,"{'colsample_bytree': 0.7032012519545705, 'learning_rate': 0.08576485880270958, 'max_depth': 7.48400179912548, 'n_estimators': 335.99228467873695, 'reg_lambda': 19.051859364893588, 'subsample': 0.9915028455301191}"
53,-0.0025802678428590298,"{'colsample_bytree': 0.7548400536669001, 'learning_rate': 0.08765646960493235, 'max_depth': 7.16577950240066, 'n_estimators': 468.6108588125289, 'reg_lambda': 11.163835835486926, 'subsample': 0.9692846730561979}"
54,-0.002243243157863617,"{'colsample_bytree': 0.8878977303287513, 'learning_rate': 0.05853334305223345, 'max_depth': 9.90012417676291, 'n_estimators': 321.72856368354957, 'reg_lambda': 24.670613173025657, 'subsample': 0.38064217175746146}"
55,-0.002102301688864827,"{'colsample_bytree': 0.883044922473494, 'learning_rate': 0.0971963721969848, 'max_depth': 9.816941928891065, 'n_estimators': 422.5312562225801, 'reg_lambda': 20.88734419838482, 'subsample': 0.457228306996337}"
56,-0.0027982760220766068,"{'colsample_bytree': 0.8387049361886714, 'learning_rate': 0.012614293369510853, 'max_depth': 3.1357440650706403, 'n_estimators': 370.7317299531725, 'reg_lambda': 14.40422157082198, 'subsample': 0.6318374864490854}"
57,-0.0020897299982607365,"{'colsample_bytree': 0.9381954013600299, 'learning_rate': 0.0662936311924075, 'max_depth': 4.194113223335196, 'n_estimators': 440.49673141791413, 'reg_lambda': 15.709003185158377, 'subsample': 0.8732591260138363}"
58,-0.0022748983465135098,"{'colsample_bytree': 0.8105745557663958, 'learning_rate': 0.0764019454580991, 'max_depth': 3.634766310783802, 'n_estimators': 489.0539333804792, 'reg_lambda': 17.485820610363394, 'subsample': 0.8367942125190531}"
59,-0.002375696785748005,"{'colsample_bytree': 0.9135237259911864, 'learning_rate': 0.011566893705656837, 'max_depth': 8.367856342577863, 'n_estimators': 469.7609064410665, 'reg_lambda': 13.777567521199927, 'subsample': 0.7596256015041962}"
