,target,params
0,-0.0031487145461142063,"{'colsample_bytree': 0.7015875897226631, 'learning_rate': 0.030743510884025216, 'max_depth': 5.530771341809826, 'n_estimators': 420.6063916153379, 'reg_lambda': 10.435028543040586, 'subsample': 0.7325158789882982}"
1,-0.003273396287113428,"{'colsample_bytree': 0.6188720431528303, 'learning_rate': 0.0970957785508351, 'max_depth': 3.223978895527427, 'n_estimators': 471.00228784926367, 'reg_lambda': 16.271789813196165, 'subsample': 0.8261710019631723}"
2,-0.0034962743520736694,"{'colsample_bytree': 0.6284655619318208, 'learning_rate': 0.027332971688752206, 'max_depth': 8.352651161193606, 'n_estimators': 429.1736441111789, 'reg_lambda': 19.451352633928916, 'subsample': 0.9257137595752853}"
3,-0.0029566395096480846,"{'colsample_bytree': 0.7668743024702989, 'learning_rate': 0.06703793998054433, 'max_depth': 8.396145764683315, 'n_estimators': 404.14363877741164, 'reg_lambda': 25.686656168305376, 'subsample': 0.9808504802068447}"
4,-0.002571526914834976,"{'colsample_bytree': 0.963830833333656, 'learning_rate': 0.055947445147564494, 'max_depth': 3.2611068563754917, 'n_estimators': 428.2048777036987, 'reg_lambda': 29.362343040305557, 'subsample': 0.39336849523685163}"
5,-0.0025917552411556244,"{'colsample_bytree': 0.967053612173641, 'learning_rate': 0.09541954268092402, 'max_depth': 7.2940755171189116, 'n_estimators': 388.62933893588877, 'reg_lambda': 15.083572844749767, 'subsample': 0.9850722438132855}"
6,-0.0025749721098691225,"{'colsample_bytree': 0.9232751966810692, 'learning_rate': 0.09582508968192309, 'max_depth': 5.196050772106638, 'n_estimators': 428.1854711645815, 'reg_lambda': 11.005975114777948, 'subsample': 0.5087535621413248}"
7,-0.0027171026449650526,"{'colsample_bytree': 0.9251487864221422, 'learning_rate': 0.031239612953800712, 'max_depth': 7.098262115148827, 'n_estimators': 327.4966981659874, 'reg_lambda': 12.50695652913289, 'subsample': 0.9801260436351955}"
8,-0.00261016096919775,"{'colsample_bytree': 0.8394783144508345, 'learning_rate': 0.045378858171363744, 'max_depth': 6.730506869531045, 'n_estimators': 394.16211083675375, 'reg_lambda': 11.917039412988505, 'subsample': 0.7258106525576364}"
9,-0.0026273007970303297,"{'colsample_bytree': 0.9226259914704257, 'learning_rate': 0.02080679182061163, 'max_depth': 6.720869921748485, 'n_estimators': 391.76996668346834, 'reg_lambda': 14.090541411460633, 'subsample': 0.6431968774453418}"
10,-0.0027513084933161736,"{'colsample_bytree': 0.7948692859288496, 'learning_rate': 0.02683604917566952, 'max_depth': 9.568111904172497, 'n_estimators': 388.4931292763052, 'reg_lambda': 10.261549150247589, 'subsample': 0.6183775551858972}"
11,-0.002752159256488085,"{'colsample_bytree': 0.8370570560184966, 'learning_rate': 0.02073610923370979, 'max_depth': 3.692036455905562, 'n_estimators': 432.5708173144691, 'reg_lambda': 10.36882222771657, 'subsample': 0.9169154737021712}"
