,trainning_time_consume(s),train_loss_record,test_loss_record,test_time_consume(s)
0,157.3443956375122,0.11382599174976349,0.11881810892373323,1.829529047012329
1,157.3443956375122,0.1124773696064949,0.11881810892373323,1.829529047012329
2,157.3443956375122,0.11230558156967163,0.11881810892373323,1.829529047012329
3,157.3443956375122,0.11221758276224136,0.11881810892373323,1.829529047012329
4,157.3443956375122,0.11214273422956467,0.11881810892373323,1.829529047012329
5,157.3443956375122,0.11189857125282288,0.11881810892373323,1.829529047012329
6,157.3443956375122,0.1116214394569397,0.11881810892373323,1.829529047012329
7,157.3443956375122,0.11150006949901581,0.11881810892373323,1.829529047012329
8,157.3443956375122,0.1110679879784584,0.11881810892373323,1.829529047012329
9,157.3443956375122,0.110666923224926,0.11881810892373323,1.829529047012329
10,157.3443956375122,0.11024409532546997,0.11881810892373323,1.829529047012329
11,157.3443956375122,0.10994016379117966,0.11881810892373323,1.829529047012329
12,157.3443956375122,0.10970611870288849,0.11881810892373323,1.829529047012329
13,157.3443956375122,0.10953737795352936,0.11881810892373323,1.829529047012329
14,157.3443956375122,0.10942287743091583,0.11881810892373323,1.829529047012329
15,157.3443956375122,0.1093287244439125,0.11881810892373323,1.829529047012329
16,157.3443956375122,0.10925290733575821,0.11881810892373323,1.829529047012329
17,157.3443956375122,0.10919076204299927,0.11881810892373323,1.829529047012329
18,157.3443956375122,0.10913948714733124,0.11881810892373323,1.829529047012329
19,157.3443956375122,0.10909722745418549,0.11881810892373323,1.829529047012329
20,157.3443956375122,0.10906253755092621,0.11881810892373323,1.829529047012329
21,157.3443956375122,0.10903432220220566,0.11881810892373323,1.829529047012329
22,157.3443956375122,0.10901167243719101,0.11881810892373323,1.829529047012329
23,157.3443956375122,0.10899394005537033,0.11881810892373323,1.829529047012329
24,157.3443956375122,0.10898188501596451,0.11881810892373323,1.829529047012329
25,157.3443956375122,0.10897287726402283,0.11881810892373323,1.829529047012329
26,157.3443956375122,0.10896743088960648,0.11881810892373323,1.829529047012329
27,157.3443956375122,0.10896679013967514,0.11881810892373323,1.829529047012329
28,157.3443956375122,0.10897064208984375,0.11881810892373323,1.829529047012329
29,157.3443956375122,0.10897959768772125,0.11881810892373323,1.829529047012329
