,target,params
0,-0.0031581365037709475,"{'colsample_bytree': 0.8141263679146765, 'learning_rate': 0.010620064780339049, 'max_depth': 9.919388879204565, 'n_estimators': 415.4685091013157, 'reg_lambda': 19.34660708040201, 'subsample': 0.3482077608981826}"
1,-0.002071860246360302,"{'colsample_bytree': 0.760715118493398, 'learning_rate': 0.0551698620076917, 'max_depth': 3.621308934642952, 'n_estimators': 426.08812231898895, 'reg_lambda': 15.938001812241415, 'subsample': 0.9437469351128527}"
2,-0.0022681807167828083,"{'colsample_bytree': 0.6802186791387413, 'learning_rate': 0.030064498757972215, 'max_depth': 6.879705022363648, 'n_estimators': 407.4487800638217, 'reg_lambda': 12.538164817370204, 'subsample': 0.48710046244632327}"
3,-0.001784220919944346,"{'colsample_bytree': 0.8841670173968221, 'learning_rate': 0.0633466681279621, 'max_depth': 7.299291641874014, 'n_estimators': 401.60892220931726, 'reg_lambda': 17.425335579862136, 'subsample': 0.3239345884200098}"
4,-0.0019405055791139603,"{'colsample_bytree': 0.8440176160094484, 'learning_rate': 0.059508316912502114, 'max_depth': 4.531404785911555, 'n_estimators': 325.1389960413752, 'reg_lambda': 27.47121753370022, 'subsample': 0.33285766872613676}"
5,-0.0019077998585999012,"{'colsample_bytree': 0.8951647877429818, 'learning_rate': 0.023986894857755396, 'max_depth': 8.021073715566542, 'n_estimators': 363.131015616269, 'reg_lambda': 19.23181287286191, 'subsample': 0.6742045887643291}"
6,-0.0019158207578584552,"{'colsample_bytree': 0.9487229603009362, 'learning_rate': 0.02104926231351928, 'max_depth': 3.151872928746095, 'n_estimators': 380.6353849967571, 'reg_lambda': 24.545635668640507, 'subsample': 0.7975685324362074}"
7,-0.0020468172151595354,"{'colsample_bytree': 0.74443381309873, 'learning_rate': 0.04813823624797253, 'max_depth': 4.881938773424922, 'n_estimators': 398.9684764328347, 'reg_lambda': 11.207773718179421, 'subsample': 0.8390192435183996}"
8,-0.002260811859741807,"{'colsample_bytree': 0.6335071079085641, 'learning_rate': 0.0869066672763713, 'max_depth': 7.714391878236642, 'n_estimators': 396.4586133566718, 'reg_lambda': 20.900570069173327, 'subsample': 0.5428216130818202}"
9,-0.0018046085024252534,"{'colsample_bytree': 0.952591740937732, 'learning_rate': 0.02835544411082591, 'max_depth': 3.761252880966913, 'n_estimators': 454.41608720614704, 'reg_lambda': 29.357666219348964, 'subsample': 0.8019061795129818}"
