,target,params
0,-0.10194649919867516,0.05
1,-0.10049733612686396,0.06025641025641026
2,-0.10199629049748182,0.07051282051282051
3,-0.1004707794636488,0.08076923076923077
4,-0.10114488005638123,0.09102564102564104
5,-0.10130775906145573,0.10128205128205128
6,-0.1010668259114027,0.11153846153846154
7,-0.10425166971981525,0.12179487179487179
8,-0.10160723980516195,0.13205128205128205
9,-0.10058626346290112,0.1423076923076923
10,-0.10166384186595678,0.15256410256410258
11,-0.10182101093232632,0.16282051282051282
12,-0.10123681370168924,0.17307692307692307
13,-0.10053213406354189,0.18333333333333335
14,-0.10371756739914417,0.19358974358974357
15,-0.10576067306101322,0.20384615384615384
16,-0.10076295305043459,0.21410256410256412
17,-0.10095988307148218,0.22435897435897434
18,-0.10781937185674906,0.23461538461538461
19,-0.10102318692952394,0.2448717948717949
20,-0.10067535098642111,0.2551282051282051
21,-0.10238821990787983,0.2653846153846154
22,-0.10326099116355181,0.27564102564102566
23,-0.10277083143591881,0.2858974358974359
24,-0.10094380751252174,0.29615384615384616
25,-0.10086855571717024,0.3064102564102564
26,-0.10270236060023308,0.31666666666666665
27,-0.10135952197015285,0.3269230769230769
28,-0.100759400986135,0.33717948717948715
29,-0.10059115942567587,0.3474358974358974
30,-0.10385993774980307,0.3576923076923077
31,-0.10076801851391792,0.3679487179487179
32,-0.10210442263633013,0.3782051282051282
33,-0.10295957047492266,0.38846153846153847
34,-0.10244138911366463,0.3987179487179487
35,-0.10206747055053711,0.40897435897435896
36,-0.10370568092912436,0.41923076923076924
37,-0.10616281069815159,0.42948717948717946
38,-0.10832756757736206,0.43974358974358974
39,-0.1020058449357748,0.45
40,-0.10240308381617069,0.45
41,-0.11455040983855724,5.689473684210526
42,-0.10953550692647696,10.928947368421051
43,-0.10978113580495119,16.168421052631576
44,-0.10702338069677353,21.407894736842103
45,-0.11024648044258356,26.64736842105263
46,-0.10758211370557547,31.886842105263153
47,-0.1266083586961031,37.126315789473686
48,-0.14659387059509754,42.36578947368421
49,-0.12136074714362621,47.60526315789473
50,-0.14741352200508118,52.84473684210526
51,-0.1169951306656003,58.084210526315786
52,-0.13062048144638538,63.32368421052631
53,-0.12293048296123743,68.56315789473683
54,-0.15232102200388908,73.80263157894737
55,-0.12483609467744827,79.0421052631579
56,-0.1331224925816059,84.28157894736842
57,-0.12883523479104042,89.52105263157894
58,-0.16510520689189434,94.76052631578946
59,-0.14242113381624222,100.0
