,trainning_time_consume(s),test_time_consume(s)
0,28.791396617889404,0.06970906257629395
1,37.47786998748779,0.0904381275177002
2,15.407759428024292,0.03045201301574707
3,18.31040596961975,0.039182424545288086
4,16.276039361953735,0.03641152381896973
5,15.287118673324585,0.034824371337890625
6,2.266019821166992,0.002466917037963867
7,7.3912365436553955,0.0125885009765625
8,10.108159303665161,0.01974773406982422
9,3.217393159866333,0.0034224987030029297
10,41.13050699234009,0.09168314933776855
11,4.3300940990448,0.006991386413574219
12,2.031186103820801,0.0021066665649414062
13,7.403656959533691,0.013057947158813477
14,5.768574476242065,0.007780551910400391
15,21.597924947738647,0.04502105712890625
16,22.29412865638733,0.055977582931518555
17,14.588072061538696,0.03688836097717285
18,19.028919219970703,0.03046727180480957
19,1.9864356517791748,0.0022857189178466797
20,30.661834478378296,0.06960129737854004
21,7.5631115436553955,0.013720273971557617
22,3.624286651611328,0.006859540939331055
23,4.32948112487793,0.006051301956176758
24,15.606715679168701,0.03111100196838379
25,6.726256608963013,0.01011204719543457
26,8.863067150115967,0.016402244567871094
27,10.966403007507324,0.025829792022705078
28,17.65570044517517,0.03427481651306152
29,20.85696244239807,0.04392409324645996
30,27.09637951850891,0.05755877494812012
31,19.24055314064026,0.044142723083496094
32,22.332918882369995,0.04941844940185547
33,58.200132608413696,0.14709138870239258
34,21.745150089263916,0.051131486892700195
35,71.57365679740906,0.2272484302520752
36,41.3766553401947,0.08504915237426758
37,17.06972026824951,0.04600715637207031
38,55.852922201156616,0.20145487785339355
39,8.174729347229004,0.019916296005249023
40,12.802982807159424,0.025006771087646484
41,2.5778591632843018,0.0037729740142822266
42,30.552261352539062,0.05704092979431152
43,2.7538774013519287,0.0029969215393066406
44,9.835445404052734,0.01682114601135254
45,16.605172157287598,0.041402578353881836
46,39.42681074142456,0.07760906219482422
47,2.377896547317505,0.0033571720123291016
48,21.335840940475464,0.03681755065917969
49,7.6116015911102295,0.012449979782104492
50,8.620789766311646,0.01973557472229004
51,9.717735767364502,0.017546415328979492
52,6.306409597396851,0.010574579238891602
53,3.8034141063690186,0.00577545166015625
54,14.929252862930298,0.03379654884338379
55,4.817326545715332,0.0077707767486572266
56,5.2211222648620605,0.009023904800415039
57,3.825058937072754,0.005087137222290039
58,10.214097023010254,0.02432084083557129
59,11.609644174575806,0.021392345428466797
