,target,params
0,-0.0027240868657827377,"{'colsample_bytree': 0.6447354530091283, 'learning_rate': 0.09288288688609102, 'max_depth': 8.157310572098874, 'n_estimators': 451.05477431574417, 'reg_lambda': 28.64665065897492, 'subsample': 0.7881844536312859}"
1,-0.0022095730528235435,"{'colsample_bytree': 0.8988909318120282, 'learning_rate': 0.047111907415464, 'max_depth': 8.647756057776927, 'n_estimators': 434.35116679311335, 'reg_lambda': 16.489712985849387, 'subsample': 0.5026083042926508}"
2,-0.0025454789865761995,"{'colsample_bytree': 0.952093443805407, 'learning_rate': 0.01696867455818003, 'max_depth': 9.563592349550355, 'n_estimators': 367.50077979923384, 'reg_lambda': 26.672287234427124, 'subsample': 0.9784102533493908}"
3,-0.0023881017696112394,"{'colsample_bytree': 0.7857544202445802, 'learning_rate': 0.030484087360707506, 'max_depth': 8.28364328538862, 'n_estimators': 431.83774537774093, 'reg_lambda': 28.49023432416805, 'subsample': 0.6001004382138998}"
4,-0.002662555081769824,"{'colsample_bytree': 0.6188860091580812, 'learning_rate': 0.05940781963910743, 'max_depth': 6.821037657491696, 'n_estimators': 427.10466466012184, 'reg_lambda': 25.243200987703702, 'subsample': 0.4281401921127242}"
5,-0.0023236365523189306,"{'colsample_bytree': 0.8539059115250914, 'learning_rate': 0.08550571523429973, 'max_depth': 8.15064552022329, 'n_estimators': 356.89179279861673, 'reg_lambda': 10.428511139150064, 'subsample': 0.41393557088086425}"
6,-0.002254287013784051,"{'colsample_bytree': 0.9246310319935099, 'learning_rate': 0.05291850497977489, 'max_depth': 8.44359395787195, 'n_estimators': 356.99189842409146, 'reg_lambda': 10.129679846381723, 'subsample': 0.2457501980019785}"
7,-0.002434006193652749,"{'colsample_bytree': 0.7711820207947092, 'learning_rate': 0.07402687839574387, 'max_depth': 7.990998138800229, 'n_estimators': 435.21925285307236, 'reg_lambda': 15.09511624750455, 'subsample': 0.20678483585828752}"
8,-0.0031367300543934107,"{'colsample_bytree': 0.6288817414970407, 'learning_rate': 0.027313664258646272, 'max_depth': 9.711672398775178, 'n_estimators': 434.43064383081105, 'reg_lambda': 17.573079872507783, 'subsample': 0.8862261483896268}"
9,-0.002368477638810873,"{'colsample_bytree': 0.7630460493092956, 'learning_rate': 0.08346590727991458, 'max_depth': 8.983735707145932, 'n_estimators': 434.6225926873435, 'reg_lambda': 16.04596980457542, 'subsample': 0.27191185440403853}"
10,-0.0023730385582894087,"{'colsample_bytree': 0.802506542733511, 'learning_rate': 0.07256336774007059, 'max_depth': 8.05344194346354, 'n_estimators': 433.51886957352804, 'reg_lambda': 15.624607905692812, 'subsample': 0.6156406361698126}"
11,-0.0031746558379381895,"{'colsample_bytree': 0.6061379127997581, 'learning_rate': 0.07249997080181006, 'max_depth': 8.281019212589886, 'n_estimators': 434.4028668639951, 'reg_lambda': 16.08469076714547, 'subsample': 0.8306083646364231}"
12,-0.0023659267462790012,"{'colsample_bytree': 0.7497480268723526, 'learning_rate': 0.07758126923164085, 'max_depth': 7.958007600201251, 'n_estimators': 395.47435438266837, 'reg_lambda': 28.544473658100006, 'subsample': 0.42687307546011477}"
13,-0.0026399223133921623,"{'colsample_bytree': 0.7671251210113889, 'learning_rate': 0.032624809162373244, 'max_depth': 7.91614777802348, 'n_estimators': 395.28150418742473, 'reg_lambda': 28.10482502412945, 'subsample': 0.9698890291939763}"
14,-0.0023802013602107763,"{'colsample_bytree': 0.9436122896144266, 'learning_rate': 0.09880545540098536, 'max_depth': 5.568892114369107, 'n_estimators': 385.2224771562604, 'reg_lambda': 11.189046410408778, 'subsample': 0.871902477017086}"
15,-0.002683023689314723,"{'colsample_bytree': 0.6408916475172377, 'learning_rate': 0.09548054829731238, 'max_depth': 4.3739087946841675, 'n_estimators': 349.3926837499558, 'reg_lambda': 13.507710630938668, 'subsample': 0.20036453583808467}"
16,-0.0022468985989689827,"{'colsample_bytree': 0.9006002566388083, 'learning_rate': 0.05195463975259382, 'max_depth': 8.27295049802332, 'n_estimators': 395.61130845415386, 'reg_lambda': 28.247368107383977, 'subsample': 0.40312621038305807}"
17,-0.0025855801068246365,"{'colsample_bytree': 0.6787499473275781, 'learning_rate': 0.0631496639006101, 'max_depth': 8.851518047216826, 'n_estimators': 434.9740471632854, 'reg_lambda': 15.733564628334264, 'subsample': 0.33662532038287046}"
18,-0.002185375429689884,"{'colsample_bytree': 0.9218484478741118, 'learning_rate': 0.043883853716196145, 'max_depth': 7.9389485727604985, 'n_estimators': 433.75033705419855, 'reg_lambda': 15.87210361003404, 'subsample': 0.37373729537499356}"
19,-0.003077668836340308,"{'colsample_bytree': 0.6240758821408569, 'learning_rate': 0.0637520229323154, 'max_depth': 9.063841231522877, 'n_estimators': 400.21927383089763, 'reg_lambda': 14.505934373155341, 'subsample': 0.743394644205611}"
20,-0.002241774694994092,"{'colsample_bytree': 0.9664686994720197, 'learning_rate': 0.04429024350149868, 'max_depth': 8.599316965606988, 'n_estimators': 357.1606874134317, 'reg_lambda': 10.115038603333456, 'subsample': 0.811557836752786}"
21,-0.0026969758328050375,"{'colsample_bytree': 0.6220765554020211, 'learning_rate': 0.08967250766490963, 'max_depth': 8.873679001348162, 'n_estimators': 395.7018944267067, 'reg_lambda': 28.686309700707543, 'subsample': 0.20453014591310234}"
22,-0.002338953549042344,"{'colsample_bytree': 0.8919681128382193, 'learning_rate': 0.020109708089566143, 'max_depth': 9.028826609274029, 'n_estimators': 434.446019421554, 'reg_lambda': 16.442496377263822, 'subsample': 0.5327695759200181}"
23,-0.002201130846515298,"{'colsample_bytree': 0.933601299958429, 'learning_rate': 0.028456345085333505, 'max_depth': 9.144870176933447, 'n_estimators': 492.5781693759434, 'reg_lambda': 12.879620115021968, 'subsample': 0.28587251210843867}"
24,-0.0021986563224345446,"{'colsample_bytree': 0.9424303492308161, 'learning_rate': 0.057519201094321536, 'max_depth': 5.074551132150845, 'n_estimators': 449.66071944014254, 'reg_lambda': 26.798006930813173, 'subsample': 0.3701355866816153}"
25,-0.0033152077812701464,"{'colsample_bytree': 0.6023787851828206, 'learning_rate': 0.018988366600476217, 'max_depth': 5.5249684065587115, 'n_estimators': 450.04858172052104, 'reg_lambda': 27.049102012776245, 'subsample': 0.365978197567355}"
26,-0.002225188771262765,"{'colsample_bytree': 0.9677246057647797, 'learning_rate': 0.06277359664011052, 'max_depth': 9.012222865132099, 'n_estimators': 394.8452893851955, 'reg_lambda': 20.14992516393322, 'subsample': 0.87872608808428}"
27,-0.0028124034870415926,"{'colsample_bytree': 0.710796854621048, 'learning_rate': 0.020610990498910478, 'max_depth': 5.18427919113143, 'n_estimators': 409.8798500427081, 'reg_lambda': 18.776408619335047, 'subsample': 0.3933340522811277}"
28,-0.003160347929224372,"{'colsample_bytree': 0.6200257801006464, 'learning_rate': 0.06618351722973263, 'max_depth': 8.1445888354001, 'n_estimators': 357.21759665125455, 'reg_lambda': 10.0390256997071, 'subsample': 0.5531771690527227}"
29,-0.0021658327896147966,"{'colsample_bytree': 0.9724842341719873, 'learning_rate': 0.03831558943219106, 'max_depth': 7.825232574395094, 'n_estimators': 433.6741062891357, 'reg_lambda': 15.492808555483816, 'subsample': 0.5027665364869269}"
30,-0.0024341766256839037,"{'colsample_bytree': 0.8931061919480677, 'learning_rate': 0.018977960233066617, 'max_depth': 8.394790964090213, 'n_estimators': 432.22458392615454, 'reg_lambda': 28.28465258301364, 'subsample': 0.5554719956949388}"
31,-0.002577496925368905,"{'colsample_bytree': 0.7186859704471, 'learning_rate': 0.038035200488142774, 'max_depth': 8.307797715284078, 'n_estimators': 395.82724056676284, 'reg_lambda': 27.952739129133413, 'subsample': 0.3719149590381937}"
32,-0.0023027192801237106,"{'colsample_bytree': 0.8300078077280861, 'learning_rate': 0.07939407358937599, 'max_depth': 8.81037438728626, 'n_estimators': 395.01359906864263, 'reg_lambda': 20.364064245277333, 'subsample': 0.6248381532906434}"
33,-0.0024202840868383646,"{'colsample_bytree': 0.7350902955475483, 'learning_rate': 0.027329062396574864, 'max_depth': 9.106090832448452, 'n_estimators': 492.884651147858, 'reg_lambda': 13.242271527743558, 'subsample': 0.3359670222445191}"
34,-0.0022471786942332983,"{'colsample_bytree': 0.9573244925808261, 'learning_rate': 0.06690562380263218, 'max_depth': 9.484555321753163, 'n_estimators': 308.9015630295745, 'reg_lambda': 26.51239381570423, 'subsample': 0.2991886365847273}"
35,-0.0023643116001039743,"{'colsample_bytree': 0.7842801050305304, 'learning_rate': 0.048357635189546264, 'max_depth': 7.491035508748858, 'n_estimators': 433.9816485640344, 'reg_lambda': 15.717337400412033, 'subsample': 0.6862020246940501}"
36,-0.002136824419721961,"{'colsample_bytree': 0.982362927516213, 'learning_rate': 0.04140189128392527, 'max_depth': 6.049304007179767, 'n_estimators': 492.0136791341798, 'reg_lambda': 13.553674401432014, 'subsample': 0.5550089879135449}"
37,-0.002461083233356476,"{'colsample_bytree': 0.7867381084730654, 'learning_rate': 0.02984558617960706, 'max_depth': 3.167878145094789, 'n_estimators': 332.0090116782196, 'reg_lambda': 20.59952968659571, 'subsample': 0.6623399258286942}"
38,-0.0024262319784611464,"{'colsample_bytree': 0.7467838900374979, 'learning_rate': 0.06661985001438188, 'max_depth': 9.024051035453589, 'n_estimators': 445.5932405011922, 'reg_lambda': 26.525867403733386, 'subsample': 0.6869409114865972}"
39,-0.0025097746402025223,"{'colsample_bytree': 0.8091876980820203, 'learning_rate': 0.036344000010077385, 'max_depth': 7.731023178621582, 'n_estimators': 433.3164134474142, 'reg_lambda': 15.9132032238357, 'subsample': 0.9475606119271416}"
40,-0.002881658263504505,"{'colsample_bytree': 0.7061378148090508, 'learning_rate': 0.09487487089351705, 'max_depth': 8.329161408283275, 'n_estimators': 408.2307308586736, 'reg_lambda': 14.45039240627532, 'subsample': 0.9748170375374521}"
41,-0.002837699605152011,"{'colsample_bytree': 0.608760443421123, 'learning_rate': 0.05795458847355852, 'max_depth': 7.9771682385547455, 'n_estimators': 330.2587917470378, 'reg_lambda': 21.318683980729887, 'subsample': 0.5287983157206859}"
42,-0.002773323794826865,"{'colsample_bytree': 0.6191176342968729, 'learning_rate': 0.07967670429040617, 'max_depth': 8.898928410545803, 'n_estimators': 376.37829787668784, 'reg_lambda': 27.112734336543095, 'subsample': 0.5844420450139781}"
43,-0.002342083491384983,"{'colsample_bytree': 0.7938312017150203, 'learning_rate': 0.031326663265000367, 'max_depth': 5.93338580828283, 'n_estimators': 492.0864711062665, 'reg_lambda': 13.631284336245562, 'subsample': 0.280923215293719}"
44,-0.002596266334876418,"{'colsample_bytree': 0.799866628344127, 'learning_rate': 0.023105812791418705, 'max_depth': 7.8490618104498155, 'n_estimators': 485.5386011402302, 'reg_lambda': 10.24123329046346, 'subsample': 0.9644214154887114}"
45,-0.0024237416218966246,"{'colsample_bytree': 0.8957835965809544, 'learning_rate': 0.02084576458883762, 'max_depth': 8.01265830162602, 'n_estimators': 359.9724348199503, 'reg_lambda': 16.190815930941728, 'subsample': 0.8456523778140765}"
46,-0.002713659545406699,"{'colsample_bytree': 0.8187238521240143, 'learning_rate': 0.011637792410985651, 'max_depth': 3.2493701787922937, 'n_estimators': 449.8647508895461, 'reg_lambda': 16.207541027436225, 'subsample': 0.6835041321384199}"
47,-0.002239394932985306,"{'colsample_bytree': 0.9221109062555148, 'learning_rate': 0.08452894496426125, 'max_depth': 6.155312710607831, 'n_estimators': 407.16788734452894, 'reg_lambda': 17.98817623955177, 'subsample': 0.7113017946599409}"
48,-0.00287010264582932,"{'colsample_bytree': 0.7056405910312457, 'learning_rate': 0.06671585837000825, 'max_depth': 8.944333050661307, 'n_estimators': 356.76168039999885, 'reg_lambda': 10.500558697703502, 'subsample': 0.7997809564405649}"
49,-0.002887370763346553,"{'colsample_bytree': 0.6725903867720107, 'learning_rate': 0.07849027113544, 'max_depth': 7.177905946860609, 'n_estimators': 396.0007170677273, 'reg_lambda': 10.867790038333888, 'subsample': 0.6059359450686903}"
50,-0.0024724050890654325,"{'colsample_bytree': 0.695409997193227, 'learning_rate': 0.07514939287124614, 'max_depth': 3.944702261555822, 'n_estimators': 327.3400047868384, 'reg_lambda': 27.59209974679181, 'subsample': 0.3842778601959851}"
51,-0.0024998222943395376,"{'colsample_bytree': 0.7055863175647968, 'learning_rate': 0.0912226129738182, 'max_depth': 4.767075333123521, 'n_estimators': 449.43449483745985, 'reg_lambda': 26.55358258107287, 'subsample': 0.2624345892081734}"
52,-0.002467480255290866,"{'colsample_bytree': 0.8348135351094018, 'learning_rate': 0.015485541117004158, 'max_depth': 5.83380859339367, 'n_estimators': 492.1826342154318, 'reg_lambda': 13.860605316768304, 'subsample': 0.7552909279758881}"
53,-0.0023657793644815683,"{'colsample_bytree': 0.854897095719489, 'learning_rate': 0.024591302276656055, 'max_depth': 9.721881624929312, 'n_estimators': 443.8341313753865, 'reg_lambda': 22.64239027749734, 'subsample': 0.6096193256815108}"
54,-0.002682444639503956,"{'colsample_bytree': 0.6880943953426415, 'learning_rate': 0.02248837255510991, 'max_depth': 7.568309415665254, 'n_estimators': 433.2884062189368, 'reg_lambda': 15.721022848205038, 'subsample': 0.41953939471397583}"
55,-0.002256915206089616,"{'colsample_bytree': 0.9818917884076005, 'learning_rate': 0.06589193313723771, 'max_depth': 8.268025680076516, 'n_estimators': 330.18332858446365, 'reg_lambda': 29.277460936636135, 'subsample': 0.9543622956833284}"
56,-0.002425085287541151,"{'colsample_bytree': 0.838516136265071, 'learning_rate': 0.019321056888124882, 'max_depth': 8.075355006094664, 'n_estimators': 433.838967063106, 'reg_lambda': 16.108737116603653, 'subsample': 0.7067373096480456}"
57,-0.002734876936301589,"{'colsample_bytree': 0.7149545430791323, 'learning_rate': 0.06780049234519663, 'max_depth': 8.188008195981173, 'n_estimators': 416.07924416912317, 'reg_lambda': 22.732680600410433, 'subsample': 0.9937790967528628}"
58,-0.002698221243917942,"{'colsample_bytree': 0.6639549492857652, 'learning_rate': 0.03854012547735699, 'max_depth': 8.32777352981861, 'n_estimators': 356.55682778553665, 'reg_lambda': 10.129719263670985, 'subsample': 0.2901017129025749}"
59,-0.0023277057334780693,"{'colsample_bytree': 0.8577231501317775, 'learning_rate': 0.0890463213922229, 'max_depth': 9.233273062643232, 'n_estimators': 394.40525039749207, 'reg_lambda': 19.809214661081995, 'subsample': 0.7264716577114525}"
