,target,params
0,-0.002316501224413514,"{'colsample_bytree': 0.9888470648385197, 'learning_rate': 0.023812804041068183, 'max_depth': 6.850917898062102, 'n_estimators': 356.0565566628909, 'reg_lambda': 15.805451081804856, 'subsample': 0.9607834539341416}"
1,-0.00232019298709929,"{'colsample_bytree': 0.8028434026508148, 'learning_rate': 0.05547768211330591, 'max_depth': 9.339906298521795, 'n_estimators': 462.46627449593655, 'reg_lambda': 18.095148239817853, 'subsample': 0.3225522528881987}"
2,-0.0025729574263095856,"{'colsample_bytree': 0.6480146494878019, 'learning_rate': 0.07998975050605128, 'max_depth': 4.398883929954468, 'n_estimators': 434.13153928385066, 'reg_lambda': 11.914603839403854, 'subsample': 0.6188030341533219}"
3,-0.0033751155715435743,"{'colsample_bytree': 0.8675923810429357, 'learning_rate': 0.014831178991241863, 'max_depth': 4.008905904597313, 'n_estimators': 450.6218331168053, 'reg_lambda': 21.051009459864364, 'subsample': 0.20776531014440078}"
4,-0.0029023420065641403,"{'colsample_bytree': 0.8098048594565306, 'learning_rate': 0.02248276792734393, 'max_depth': 6.707063139753177, 'n_estimators': 382.72184438567723, 'reg_lambda': 26.214340908177913, 'subsample': 0.3977416819745561}"
5,-0.002563135465607047,"{'colsample_bytree': 0.7543322403608607, 'learning_rate': 0.032948974288360376, 'max_depth': 7.265402856080829, 'n_estimators': 357.09327891667397, 'reg_lambda': 13.814569542046728, 'subsample': 0.38868450187971526}"
6,-0.0024458328261971474,"{'colsample_bytree': 0.7635931677981046, 'learning_rate': 0.06802597367479898, 'max_depth': 5.126366985406207, 'n_estimators': 354.9039425540088, 'reg_lambda': 19.90841187074643, 'subsample': 0.7310435817481225}"
7,-0.002616524463519454,"{'colsample_bytree': 0.6483799729497994, 'learning_rate': 0.082080666110725, 'max_depth': 8.391477098346954, 'n_estimators': 350.6559636593949, 'reg_lambda': 16.33212482202664, 'subsample': 0.27178208984769414}"
8,-0.002213412197306752,"{'colsample_bytree': 0.8526919749906281, 'learning_rate': 0.06647852434674673, 'max_depth': 9.119261213246372, 'n_estimators': 466.8298155724857, 'reg_lambda': 15.665698513440255, 'subsample': 0.5906334038453058}"
9,-0.0023371183779090643,"{'colsample_bytree': 0.7641312315260536, 'learning_rate': 0.060541734391493504, 'max_depth': 8.908580350999687, 'n_estimators': 468.14815943412464, 'reg_lambda': 21.48668790960702, 'subsample': 0.4453077902199306}"
10,-0.0027342045214027166,"{'colsample_bytree': 0.6390696168467715, 'learning_rate': 0.027482405876656187, 'max_depth': 3.3686868856288967, 'n_estimators': 465.9660879382843, 'reg_lambda': 14.84576988187798, 'subsample': 0.5400631134094167}"
11,-0.003703860566020012,"{'colsample_bytree': 0.6495369760389378, 'learning_rate': 0.014067152564416905, 'max_depth': 9.929143139285403, 'n_estimators': 471.5446443984107, 'reg_lambda': 15.876075137449785, 'subsample': 0.2661239282909449}"
12,-0.002359349513426423,"{'colsample_bytree': 0.8326212277868861, 'learning_rate': 0.039406006696091574, 'max_depth': 9.059477598748238, 'n_estimators': 464.4621361086549, 'reg_lambda': 16.57727139490655, 'subsample': 0.2686807060338608}"
13,-0.0025366870686411858,"{'colsample_bytree': 0.7136080556351883, 'learning_rate': 0.08882622253824102, 'max_depth': 8.092350540496767, 'n_estimators': 466.23711378394887, 'reg_lambda': 19.18767343840164, 'subsample': 0.8051043945848959}"
