,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,28.312662839889526,0.313712292838745,0.5782382488250732,0.08893879930513736,0.6,0.01,3,300,10,0.2,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'reg_lambda': 10, 'subsample': 0.2}",-0.011824226006865501,-0.011766450479626656,-0.011840653605759144,-0.011810443364083767,3.182239162911511e-05,81,-0.011669717729091644,-0.011672725901007652,-0.011513927020132542,-0.011618790216743946,7.415964660667602e-05
1,42.269755919774376,0.18936854178432078,0.5958030223846436,0.021023343537730894,0.6,0.01,3,300,10,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'reg_lambda': 10, 'subsample': 0.6}",-0.011781284585595131,-0.01172921247780323,-0.01180809736251831,-0.011772864808638891,3.2750325617948725e-05,80,-0.011567891575396061,-0.011578524485230446,-0.011400344781577587,-0.011515586947401365,8.160405333357249e-05
2,41.665207386016846,0.3302322638046415,0.5254613558451334,0.09471673810565122,0.6,0.01,3,300,10,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'reg_lambda': 10, 'subsample': 1.0}",-0.011218896135687828,-0.011109370738267899,-0.011296977289021015,-0.011208414720992247,7.694781570166448e-05,79,-0.010937042534351349,-0.010942911729216576,-0.010851837694644928,-0.010910597319404284,4.1618361240256756e-05
3,37.426010608673096,0.39514275615610694,0.7147987683614095,0.03830908239373857,0.6,0.01,3,400,10,0.2,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'reg_lambda': 10, 'subsample': 0.2}",-0.008855915628373623,-0.00880029983818531,-0.008878052234649658,-0.008844755900402864,3.270844371385152e-05,77,-0.008678622543811798,-0.008694351650774479,-0.008549071848392487,-0.008640682014326254,6.509566333876238e-05
4,57.055004596710205,0.2080581957244584,0.7632780075073242,0.15038259126089684,0.6,0.01,3,400,10,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'reg_lambda': 10, 'subsample': 0.6}",-0.008882137946784496,-0.008827460929751396,-0.00888955406844616,-0.008866384314994017,2.7689012913479692e-05,78,-0.008645392954349518,-0.008657284080982208,-0.008468316867947578,-0.008590331301093102,8.641369931909391e-05
5,56.652945041656494,0.9864274403098671,0.7925558884938558,0.10590992278668204,0.6,0.01,3,400,10,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400, 'reg_lambda': 10, 'subsample': 1.0}",-0.008557834662497044,-0.008470084518194199,-0.008645369671285152,-0.008557762950658798,7.155988205910994e-05,75,-0.008248483762145042,-0.008275486528873444,-0.008177168667316437,-0.008233712986111641,4.147475009976851e-05
6,48.01017419497172,0.42968426962628986,0.9095617135365804,0.07779450690199194,0.6,0.01,3,500,10,0.2,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'reg_lambda': 10, 'subsample': 0.2}",-0.007543566636741161,-0.007505323272198439,-0.007556951604783535,-0.007535280504574378,2.1876413037689363e-05,70,-0.00735403411090374,-0.007378414273262024,-0.007229944691061974,-0.007320797691742579,6.500922436422213e-05
7,71.63405291239421,0.387814884686689,0.8650168577829996,0.058846738872285725,0.6,0.01,3,500,10,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'reg_lambda': 10, 'subsample': 0.6}",-0.007564205676317215,-0.007527283858507872,-0.007578166201710701,-0.007556551912178596,2.14660707717992e-05,71,-0.007309804670512676,-0.0073343301191926,-0.007155135739594698,-0.007266423509766658,7.932675148028847e-05
8,69.62071792284648,1.3034710121868671,1.024412711461385,0.1226160493331217,0.6,0.01,3,500,10,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'reg_lambda': 10, 'subsample': 1.0}",-0.007390202023088932,-0.007318306248635054,-0.007488560397177935,-0.007399022889633973,6.978526367349781e-05,69,-0.007068390026688576,-0.007088121958076954,-0.0070076449774205685,-0.007054718987395366,3.4247229478303993e-05
9,46.721914291381836,0.4676379719290471,1.4117940266927083,0.20752869598055454,0.6,0.01,5,300,10,0.2,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'reg_lambda': 10, 'subsample': 0.2}",-0.008677640929818153,-0.008646550588309765,-0.008716821670532227,-0.008680337729553381,2.875135702058761e-05,76,-0.008275139145553112,-0.00829382985830307,-0.008284971117973328,-0.008284646707276503,7.63389885098135e-06
10,68.9916197458903,0.6673361864602805,1.3519023259480794,0.2539861521792665,0.6,0.01,5,300,10,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'reg_lambda': 10, 'subsample': 0.6}",-0.008372941054403782,-0.008371655829250813,-0.008442516438663006,-0.008395704440772533,3.310523937180389e-05,74,-0.007825139909982681,-0.007846090011298656,-0.00786243099719286,-0.0078445536394914,1.5262735121353222e-05
