,target,params
0,-0.0029683588072657585,"{'colsample_bytree': 0.9721533093901047, 'learning_rate': 0.07812735873931356, 'max_depth': 4.46366770205988, 'n_estimators': 410.6391051098002, 'reg_lambda': 12.246881716281946, 'subsample': 0.6793107030745833}"
1,-0.0038631055504083633,"{'colsample_bytree': 0.6661768321095903, 'learning_rate': 0.0916866180877803, 'max_depth': 6.393621087162246, 'n_estimators': 308.0868089261912, 'reg_lambda': 29.639894140974622, 'subsample': 0.4162576865578686}"
2,-0.0037797982804477215,"{'colsample_bytree': 0.75888610122738, 'learning_rate': 0.04462028572144564, 'max_depth': 3.7839441068471804, 'n_estimators': 402.81181952747863, 'reg_lambda': 28.784916089001143, 'subsample': 0.48995458350480936}"
3,-0.005055940710008144,"{'colsample_bytree': 0.7535609664974056, 'learning_rate': 0.01628523939451487, 'max_depth': 5.630681980989749, 'n_estimators': 352.84103110555486, 'reg_lambda': 15.901758153286332, 'subsample': 0.9026940416594875}"
4,-0.003294064663350582,"{'colsample_bytree': 0.8127848409562202, 'learning_rate': 0.07062883475110743, 'max_depth': 8.469761862773327, 'n_estimators': 337.64387079915866, 'reg_lambda': 26.995190933615206, 'subsample': 0.9145253585868984}"
5,-0.0037243529222905636,"{'colsample_bytree': 0.7768197085557937, 'learning_rate': 0.06858937233887477, 'max_depth': 5.799450739627934, 'n_estimators': 358.46290093672553, 'reg_lambda': 16.95951537024532, 'subsample': 0.31759532644686045}"
6,-0.003433492500334978,"{'colsample_bytree': 0.7863272325686379, 'learning_rate': 0.08002570143110553, 'max_depth': 4.6057679431327525, 'n_estimators': 430.12054956432905, 'reg_lambda': 10.807790544806867, 'subsample': 0.23801680314780677}"
7,-0.0031314026564359665,"{'colsample_bytree': 0.8420201309278104, 'learning_rate': 0.09933091391385034, 'max_depth': 5.526906747872095, 'n_estimators': 317.3519915269999, 'reg_lambda': 24.651633727884875, 'subsample': 0.7184635448822216}"
8,-0.0031586219556629658,"{'colsample_bytree': 0.9249965400433406, 'learning_rate': 0.06517895924440997, 'max_depth': 4.113284342778868, 'n_estimators': 410.9067516244544, 'reg_lambda': 14.925365223495884, 'subsample': 0.8830882569273222}"
9,-0.004431379027664661,"{'colsample_bytree': 0.7762724339386811, 'learning_rate': 0.018342391359384404, 'max_depth': 9.048582156077956, 'n_estimators': 411.8664691412314, 'reg_lambda': 12.649197009961233, 'subsample': 0.6983505290221579}"
10,-0.002967371139675379,"{'colsample_bytree': 0.9588869713095978, 'learning_rate': 0.052393835232542214, 'max_depth': 3.214874583170584, 'n_estimators': 408.6198317621618, 'reg_lambda': 12.863035823573679, 'subsample': 0.7094756196978236}"
11,-0.002862361026927829,"{'colsample_bytree': 0.9850736365961943, 'learning_rate': 0.07652825790514406, 'max_depth': 6.243064941807633, 'n_estimators': 321.80063973426974, 'reg_lambda': 23.842440772825867, 'subsample': 0.6138472504231404}"
12,-0.004599824082106352,"{'colsample_bytree': 0.6045414844570471, 'learning_rate': 0.04994933923250529, 'max_depth': 5.359735668629231, 'n_estimators': 321.84803168495785, 'reg_lambda': 28.10466306192297, 'subsample': 0.5506827524728379}"
13,-0.002909668255597353,"{'colsample_bytree': 0.99, 'learning_rate': 0.09884988435364007, 'max_depth': 6.791066050236914, 'n_estimators': 319.6737804425789, 'reg_lambda': 22.28411269775666, 'subsample': 0.7627633086810145}"
14,-0.004000647459179163,"{'colsample_bytree': 0.6950413527948789, 'learning_rate': 0.09532480943865378, 'max_depth': 7.411955404011869, 'n_estimators': 323.19517398839776, 'reg_lambda': 21.24620862819704, 'subsample': 0.964568277147315}"
15,-0.00334620987996459,"{'colsample_bytree': 0.8446582034392025, 'learning_rate': 0.0660816720723066, 'max_depth': 3.8262271151261076, 'n_estimators': 319.40960801758547, 'reg_lambda': 22.788704311000828, 'subsample': 0.583455686912409}"
16,-0.0032242368906736374,"{'colsample_bytree': 0.8531560116232766, 'learning_rate': 0.09476863942492723, 'max_depth': 8.785960493112887, 'n_estimators': 320.4998359925536, 'reg_lambda': 24.314163400976348, 'subsample': 0.9070512650852556}"
