,trainning_time_consume(s),test_time_consume(s)
0,6.507140159606934,0.019832611083984375
1,6.563414812088013,0.019838333129882812
2,6.635817050933838,0.019124507904052734
3,6.3911261558532715,0.018592119216918945
4,7.091114044189453,0.021402597427368164
5,6.96648097038269,0.021805524826049805
6,6.883938550949097,0.020298480987548828
7,6.445956230163574,0.01823902130126953
8,5.458899974822998,0.01559591293334961
9,5.099820375442505,0.015495538711547852
10,5.241450786590576,0.0160067081451416
11,5.3948235511779785,0.016426563262939453
12,6.48297643661499,0.024953603744506836
13,5.981091737747192,0.01951289176940918
14,6.544979810714722,0.01879262924194336
15,6.275937557220459,0.01881551742553711
16,6.033955097198486,0.018497943878173828
17,6.161778211593628,0.0181424617767334
18,6.266515731811523,0.01856207847595215
19,6.215154647827148,0.01838064193725586
20,6.069559574127197,0.018313169479370117
21,6.060029745101929,0.01869368553161621
22,6.064930200576782,0.018135547637939453
23,6.017669439315796,0.018299102783203125
24,6.147752285003662,0.018210172653198242
25,6.1270341873168945,0.018216609954833984
26,6.1229567527771,0.01849675178527832
27,6.049889326095581,0.017840862274169922
28,6.071144104003906,0.01800227165222168
29,6.05788254737854,0.01796102523803711
30,6.104501247406006,0.018393516540527344
31,6.00864315032959,0.018029212951660156
32,6.144101142883301,0.017665386199951172
33,6.089936017990112,0.017846107482910156
34,5.568949460983276,0.016130447387695312
35,5.504436731338501,0.015842676162719727
36,5.875481367111206,0.017604589462280273
37,5.761965751647949,0.01729559898376465
38,5.724778175354004,0.01713418960571289
39,5.379189729690552,0.01418304443359375
40,5.960002183914185,0.017693281173706055
41,5.446240186691284,0.016084671020507812
42,5.272902965545654,0.015912771224975586
43,5.213618755340576,0.015023946762084961
44,5.872543573379517,0.017827510833740234
45,5.78773832321167,0.017458438873291016
46,5.729595184326172,0.01696038246154785
47,5.2589271068573,0.014971256256103516
48,5.196582078933716,0.01523590087890625
49,5.135663747787476,0.014617919921875
50,4.949148654937744,0.014400482177734375
51,4.695043563842773,0.013164997100830078
52,4.941356897354126,0.014761924743652344
53,5.433733224868774,0.017304182052612305
54,5.849893093109131,0.017193317413330078
55,5.665805101394653,0.01714038848876953
56,4.966574668884277,0.015601158142089844
57,5.686286211013794,0.01708388328552246
58,6.034260511398315,0.018212556838989258
59,5.9847776889801025,0.017911911010742188
