,trainning_time_consume(s),train_loss_record,test_loss_record,test_time_consume(s)
0,1.6204347610473633,0.1699872761964798,0.10266681481152773,0.1628873348236084
1,3.2053680419921875,0.13773635029792786,0.10266681481152773,0.1628873348236084
2,4.910879135131836,0.1348312944173813,0.10266681481152773,0.1628873348236084
3,6.975957632064819,0.1276402473449707,0.10266681481152773,0.1628873348236084
4,9.069178342819214,0.11702623218297958,0.10266681481152773,0.1628873348236084
5,11.140336036682129,0.11692944914102554,0.10266681481152773,0.1628873348236084
6,13.230226516723633,0.10202378779649734,0.10266681481152773,0.1628873348236084
7,15.242967367172241,0.10395365208387375,0.10266681481152773,0.1628873348236084
8,17.280787706375122,0.1071375384926796,0.10266681481152773,0.1628873348236084
9,19.33121347427368,0.09066573530435562,0.10266681481152773,0.1628873348236084
10,21.367992877960205,0.09743472188711166,0.10266681481152773,0.1628873348236084
11,23.4798641204834,0.08642559498548508,0.10266681481152773,0.1628873348236084
12,25.53779649734497,0.09658046811819077,0.10266681481152773,0.1628873348236084
13,27.637275218963623,0.10385888069868088,0.10266681481152773,0.1628873348236084
14,29.63184356689453,0.09228052198886871,0.10266681481152773,0.1628873348236084
15,31.51924443244934,0.09400381147861481,0.10266681481152773,0.1628873348236084
16,33.41994094848633,0.09221350401639938,0.10266681481152773,0.1628873348236084
17,35.375614166259766,0.08787482976913452,0.10266681481152773,0.1628873348236084
18,37.25275659561157,0.11651919037103653,0.10266681481152773,0.1628873348236084
19,39.14499497413635,0.09444350749254227,0.10266681481152773,0.1628873348236084
20,41.02893948554993,0.08248022943735123,0.10266681481152773,0.1628873348236084
21,42.93583345413208,0.08861347287893295,0.10266681481152773,0.1628873348236084
22,44.818652629852295,0.09025105088949203,0.10266681481152773,0.1628873348236084
23,46.70725154876709,0.08909442275762558,0.10266681481152773,0.1628873348236084
24,48.57868218421936,0.09380929917097092,0.10266681481152773,0.1628873348236084
25,50.459636211395264,0.09139757603406906,0.10266681481152773,0.1628873348236084
26,52.32238698005676,0.09190797805786133,0.10266681481152773,0.1628873348236084
27,54.14328575134277,0.10407357662916183,0.10266681481152773,0.1628873348236084
28,56.02024507522583,0.09014034271240234,0.10266681481152773,0.1628873348236084
29,57.87974810600281,0.09628265351057053,0.10266681481152773,0.1628873348236084
