,trainning_time_consume(s),test_time_consume(s)
0,9.452732563018799,0.0439913272857666
1,11.708274602890015,0.04034829139709473
2,12.416165590286255,0.048681020736694336
3,10.493891716003418,0.025083303451538086
4,7.629615545272827,0.022686004638671875
5,7.676797866821289,0.02336573600769043
6,7.8335816860198975,0.024856090545654297
7,7.9551591873168945,0.02570509910583496
8,8.390973091125488,0.02265334129333496
9,7.679217576980591,0.024040699005126953
10,7.85622239112854,0.02471184730529785
11,9.434792280197144,0.025129079818725586
12,8.096604585647583,0.023657560348510742
13,7.561974763870239,0.024549484252929688
14,10.002493619918823,0.03284955024719238
15,10.389790296554565,0.023912668228149414
16,9.158091068267822,0.027496814727783203
17,8.493879795074463,0.026253938674926758
18,8.30347466468811,0.025250673294067383
19,8.274669170379639,0.025300025939941406
20,8.59349799156189,0.028520822525024414
21,8.66380500793457,0.026564836502075195
22,8.367892980575562,0.0254669189453125
23,8.318924903869629,0.02659320831298828
24,8.056008338928223,0.025554656982421875
25,8.475371599197388,0.026074886322021484
26,8.502348899841309,0.026674747467041016
27,8.348472118377686,0.026213884353637695
28,10.503123760223389,0.03781843185424805
29,9.069676637649536,0.025578737258911133
30,8.444655895233154,0.027006864547729492
31,8.31440281867981,0.02370452880859375
32,8.26996660232544,0.02500605583190918
33,8.05208134651184,0.02491617202758789
34,8.142516374588013,0.03601217269897461
35,9.354259490966797,0.024430036544799805
36,8.166015148162842,0.023693561553955078
37,7.785110712051392,0.021139860153198242
38,7.297344446182251,0.02188849449157715
39,7.252532720565796,0.020963430404663086
40,8.255735158920288,0.025618553161621094
41,8.026213884353638,0.02565312385559082
42,7.876370429992676,0.02399444580078125
43,7.679232835769653,0.024418115615844727
44,7.7857606410980225,0.025571584701538086
45,7.997944116592407,0.02411794662475586
46,7.587970733642578,0.023463964462280273
47,7.4941277503967285,0.024396181106567383
48,7.163607120513916,0.020952701568603516
49,7.040704250335693,0.02304220199584961
50,7.24006724357605,0.022449493408203125
51,7.220269203186035,0.02245616912841797
52,7.596933364868164,0.023623943328857422
53,8.446674585342407,0.022583961486816406
54,7.310543775558472,0.02355051040649414
55,7.78918719291687,0.023685932159423828
56,6.938182592391968,0.0195157527923584
57,6.868534564971924,0.020411252975463867
58,7.382978439331055,0.023379087448120117
59,7.404032230377197,0.023447036743164062
